Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
40471275,"$11,000","$11,000",8.19%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,OWN,"$4,333 / month",15.97%,8 years ,297xx,N/a,N/a,N/a,Helpdesk Analyst,N/a,705-709,0,01/2001,$0.00,8,0,24,76,"$10,898.00",0,69.90%,n/a,0
40471276,"$34,750","$34,750",14.31%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$13,667 / month",22.57%,3 years ,760xx,N/a,N/a,N/a,Vice President,N/a,710-714,0,01/1994,$0.00,11,0,21,38,"$17,947.00",0,45.40%,n/a,0
40471343,"$16,150","$16,150",17.14%,1.00%,"February 3, 2015","February 12, 2018","February 12, 2020",$0,OWN,"$3,750 / month",24.77%,3 years ,604xx,N/a,N/a,N/a,Lab Manager,N/a,710-714,0,08/1997,$0.00,17,0,31,n/a,"$22,386.00",0,35.40%,n/a,2
40471379,"$18,000","$18,000",15.59%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$4,167 / month",14.57%,8 years ,117xx,N/a,N/a,N/a,pca,N/a,690-694,0,02/2001,$0.00,11,1,23,19,"$13,171.00",0,51.20%,n/a,1
40471447,"$20,000","$20,000",12.39%,1.00%,"February 3, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$5,167 / month",18.74%,1 year ,550xx,N/a,N/a,N/a,Treatment Consultant,N/a,705-709,0,09/2002,$0.00,14,0,21,n/a,"$25,074.00",0,55.70%,n/a,0
40471452,"$18,400","$18,400",13.66%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$4,417 / month",17.44%,5 years ,910xx,N/a,N/a,N/a,Technical Analysis,N/a,675-679,0,09/1997,$0.00,11,0,27,34,"$17,158.00",0,96.40%,n/a,0
40471471,"$11,900","$11,900",18.54%,1.00%,"January 30, 2015","February 12, 2020","February 12, 2020",$0,RENT,"$2,479 / month",15.33%,2 years ,240xx,N/a,N/a,N/a,Gymnastics Coach,N/a,665-669,0,08/2001,$0.00,14,0,17,n/a,"$13,277.00",0,83.50%,n/a,0
40471477,"$7,200","$7,200",11.44%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$1,667 / month",29.19%,4 years ,926xx,N/a,N/a,N/a,Sales Associate,N/a,660-664,0,06/1996,$0.00,4,0,7,24,"$8,737.00",0,79.40%,n/a,0
40471502,"$6,500","$6,500",12.39%,1.00%,"February 3, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$5,000 / month",33.10%,10+ years ,275xx,N/a,N/a,N/a,OWNER,N/a,700-704,0,06/1999,$0.00,12,0,17,n/a,"$17,801.00",0,84.00%,n/a,1
40471620,"$8,400","$8,400",12.39%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$3,333 / month",30.00%,2 years ,027xx,N/a,N/a,N/a,Coordinator of community living,N/a,685-689,0,06/2000,$0.00,14,0,41,75,"$5,632.00",1,16.00%,55,3
40471673,"$15,000","$15,000",19.24%,1.00%,"February 3, 2015","February 12, 2020","February 12, 2020",$0,RENT,"$7,500 / month",16.51%,3 years ,208xx,N/a,N/a,N/a,General Manager,N/a,680-684,0,10/1988,$0.00,14,1,29,7,"$16,821.00",0,41.30%,n/a,2
40471679,"$16,475","$16,475",16.49%,1.00%,"February 3, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$3,833 / month",28.75%,5 years ,871xx,N/a,N/a,N/a,TAS,N/a,670-674,0,09/1996,$0.00,29,0,51,n/a,"$23,854.00",0,56.40%,n/a,1
40471729,"$20,000","$20,000",12.39%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,RENT,"$4,167 / month",29.34%,10+ years ,945xx,N/a,N/a,N/a,Assistant Secretary of Corp.,N/a,665-669,0,09/1994,$0.00,12,0,38,24,"$22,199.00",0,83.50%,n/a,1
40471819,"$15,425","$15,425",22.99%,1.00%,"February 3, 2015","February 13, 2020","February 13, 2020",$0,MORTGAGE,"$3,738 / month",24.75%,4 years ,958xx,N/a,N/a,N/a,Pilot,N/a,665-669,0,06/1999,$0.00,9,0,14,n/a,"$32,090.00",1,89.90%,97,0
40471845,"$14,225","$14,225",25.57%,1.00%,"February 3, 2015","February 13, 2020","February 13, 2020",$0,RENT,"$3,500 / month",21.91%,9 years ,333xx,N/a,N/a,N/a,Financial Aid Advisor,N/a,660-664,0,03/2006,$0.00,6,0,14,n/a,"$14,756.00",0,72.70%,n/a,0
40471862,"$13,575","$13,575",16.49%,1.00%,"February 3, 2015","February 13, 2020","February 13, 2020",$0,MORTGAGE,"$4,750 / month",16.57%,7 years ,207xx,N/a,N/a,N/a,IT Specialist,N/a,665-669,0,10/2000,$0.00,25,4,43,6,"$22,206.00",0,60.50%,n/a,0
40471895,"$10,000","$10,000",12.99%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$8,750 / month",9.61%,10+ years ,225xx,N/a,N/a,N/a,Gen mgr,N/a,670-674,0,12/1980,$0.00,9,0,33,59,"$118,506.00",1,62.20%,26,1
40471928,"$5,575","$5,575",16.49%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,RENT,"$2,583 / month",25.55%,< 1 year ,531xx,N/a,N/a,N/a,Maintenance Tech,N/a,665-669,0,09/2006,$0.00,9,0,17,n/a,"$5,539.00",2,54.00%,48,1
40471944,"$10,000","$10,000",14.31%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,RENT,"$2,333 / month",26.19%,< 1 year ,880xx,N/a,N/a,N/a,Service Representative,N/a,670-674,0,09/2009,$0.00,7,0,9,n/a,"$6,328.00",0,42.20%,n/a,0
40472075,"$11,550","$11,550",21.99%,1.00%,"February 3, 2015","February 14, 2020","February 14, 2020",$0,MORTGAGE,"$4,417 / month",19.52%,3 years ,330xx,N/a,N/a,N/a,Recruiter,N/a,660-664,0,05/2001,$0.00,3,1,8,21,"$2,637.00",0,94.20%,n/a,0
40472723,"$8,600","$8,600",14.31%,1.00%,"February 3, 2015","February 16, 2018","February 16, 2020",$0,RENT,"$8,733 / month",9.48%,10+ years ,446xx,N/a,N/a,N/a,Administrative Assistant,N/a,705-709,0,04/1990,$0.00,13,0,17,n/a,"$7,222.00",0,84.00%,n/a,1
40472760,"$5,000","$5,000",8.19%,1.00%,"February 3, 2015","February 16, 2018","February 16, 2020",$0,RENT,"$4,375 / month",7.36%,3 years ,658xx,N/a,N/a,N/a,Website Development & Maintenance ,N/a,700-704,0,10/2009,$0.00,19,0,31,n/a,"$12,104.00",0,36.30%,n/a,1
40472847,"$1,400","$1,400",10.49%,1.00%,"February 3, 2015","February 16, 2018","February 16, 2020",$0,MORTGAGE,"$7,500 / month",25.03%,2 years ,238xx,N/a,N/a,N/a,"VP, Claims",N/a,670-674,0,08/1995,$0.00,13,1,35,15,"$4,925.00",0,71.40%,n/a,0
40480127,"$30,300","$30,300",19.24%,1.00%,"January 29, 2015","February 9, 2020","February 9, 2020",$0,RENT,"$7,833 / month",29.10%,10+ years ,111xx,N/a,N/a,N/a,Store Manager,N/a,675-679,0,09/2004,$0.00,16,0,26,44,"$41,056.00",0,97.10%,n/a,0
40480133,"$25,000","$25,000",12.39%,1.00%,"January 28, 2015","February 9, 2018","February 9, 2020",$0,RENT,"$7,750 / month",11.58%,< 1 year ,902xx,N/a,N/a,N/a,Proposal Manager,N/a,685-689,0,10/1999,$0.00,14,0,23,48,"$18,991.00",0,67.30%,n/a,0
40480182,"$18,575","$18,575",18.54%,1.00%,"January 29, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$7,667 / month",8.09%,2 years ,286xx,N/a,N/a,N/a,Asst Technology Director,N/a,675-679,0,04/2002,$0.00,7,5,25,13,"$2,043.00",0,53.80%,n/a,2
40480190,"$6,075","$6,075",22.99%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$10,000 / month",11.00%,9 years ,980xx,N/a,N/a,N/a,Crane operator,N/a,665-669,0,11/2000,$0.00,9,0,25,31,"$3,900.00",1,35.50%,46,3
40480207,"$25,000","$25,000",15.59%,1.00%,"February 3, 2015","February 13, 2020","February 13, 2020",$0,MORTGAGE,"$12,500 / month",11.15%,10+ years ,949xx,N/a,N/a,N/a,paramedic Captain,N/a,695-699,0,04/2003,$0.00,11,0,21,n/a,"$56,341.00",1,71.70%,89,1
40480231,"$16,000","$16,000",10.49%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$16,667 / month",9.66%,4 years ,891xx,N/a,N/a,N/a,OWNER,N/a,740-744,1,09/1995,$55.00,23,3,41,0,"$2,152.00",0,4.00%,n/a,0
40480235,"$10,000","$10,000",17.86%,1.00%,"January 29, 2015","February 10, 2020","February 10, 2020",$0,RENT,"$8,333 / month",11.05%,3 years ,111xx,N/a,N/a,N/a,Assistant Branch manager,N/a,700-704,0,04/2006,$0.00,14,0,18,n/a,"$6,519.00",0,46.90%,n/a,0
40480241,"$6,700","$6,700",10.49%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$12,083 / month",5.52%,10+ years ,221xx,N/a,N/a,N/a,Detective,N/a,685-689,0,01/1991,$0.00,12,0,37,64,"$7,198.00",1,34.80%,54,2
40480259,"$3,500","$3,500",12.39%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$8,333 / month",10.72%,9 years ,191xx,N/a,N/a,N/a,sales manager,N/a,660-664,0,02/2008,$0.00,10,0,13,n/a,"$9,505.00",0,95.00%,n/a,0
40480260,"$32,000","$32,000",17.86%,1.00%,"February 2, 2015","February 11, 2020","February 11, 2020",$0,MORTGAGE,"$7,667 / month",19.15%,7 years ,114xx,N/a,N/a,N/a,Community Leader,N/a,685-689,0,09/1986,$0.00,9,1,25,17,"$33,534.00",0,55.90%,n/a,2
40480266,"$10,000","$10,000",15.59%,1.00%,"January 28, 2015","February 10, 2018","February 10, 2020",$0,OWN,"$2,728 / month",23.20%,4 years ,212xx,N/a,N/a,N/a,customer agent,N/a,665-669,0,10/2005,$0.00,20,0,26,38,"$5,336.00",0,20.70%,n/a,0
40480302,"$18,425","$18,425",19.99%,1.00%,"January 29, 2015","February 11, 2020","February 11, 2020",$0,RENT,"$4,333 / month",21.74%,6 years ,442xx,N/a,N/a,N/a,Lead Driver,N/a,690-694,0,09/1996,$0.00,15,8,24,16,"$15,613.00",0,78.90%,n/a,0
40480344,"$16,950","$16,950",15.59%,1.00%,"February 2, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$3,143 / month",29.62%,n/a,301xx,N/a,N/a,N/a,n/a,N/a,660-664,0,07/1998,$0.00,11,0,28,n/a,"$7,984.00",0,57.00%,n/a,3
40480363,"$20,175","$20,175",15.59%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$3,833 / month",32.51%,2 years ,146xx,N/a,N/a,N/a,Business Systems Analyst,N/a,670-674,0,03/2006,$0.00,16,0,34,26,"$19,610.00",0,51.20%,n/a,1
40480364,"$8,950","$8,950",19.24%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$2,500 / month",12.40%,< 1 year ,462xx,N/a,N/a,N/a,Agent,N/a,685-689,0,08/2007,$0.00,24,0,32,75,"$9,372.00",0,60.50%,n/a,0
40480434,"$17,700","$17,700",6.03%,1.00%,"February 2, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$11,250 / month",28.48%,3 years ,070xx,N/a,N/a,N/a,Technical Services Manager,N/a,750-754,0,12/1993,$0.00,18,0,40,37,"$19,609.00",0,35.30%,n/a,0
40480445,"$5,000","$5,000",9.49%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$2,083 / month",14.31%,2 years ,430xx,N/a,N/a,N/a,manager,N/a,660-664,0,12/2004,$0.00,5,0,10,n/a,"$2,024.00",2,38.20%,58,0
40480464,"$14,000","$14,000",10.49%,1.00%,"February 3, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$4,667 / month",23.06%,2 years ,114xx,N/a,N/a,N/a,Charge Nurse,N/a,730-734,0,08/1995,$0.00,12,0,32,n/a,"$12,326.00",0,46.30%,n/a,0
40480499,"$4,000","$4,000",14.31%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,MORTGAGE,"$6,417 / month",38.11%,10+ years ,245xx,N/a,N/a,N/a,warehouse mgr,N/a,660-664,0,08/1988,$0.00,12,0,38,58,"$7,368.00",1,40.70%,61,0
40480534,"$15,000","$15,000",15.99%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,OWN,"$4,417 / month",17.19%,10+ years ,200xx,N/a,N/a,N/a,Parts Runner,N/a,700-704,0,12/1999,$0.00,14,0,26,30,"$11,036.00",0,51.80%,n/a,1
40480555,"$12,800","$12,800",17.86%,1.00%,"January 30, 2015","February 11, 2020","February 11, 2020",$0,MORTGAGE,"$4,167 / month",15.55%,10+ years ,627xx,N/a,N/a,N/a,Customer Service,N/a,680-684,0,11/2001,$0.00,13,0,28,72,"$19,221.00",1,69.40%,74,2
40480566,"$35,000","$35,000",11.99%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$14,917 / month",22.70%,4 years ,462xx,N/a,N/a,N/a,President of Foundation,N/a,660-664,0,02/1990,$0.00,16,2,26,3,"$39,210.00",0,81.00%,n/a,0
40480592,"$20,000","$20,000",10.49%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$6,250 / month",14.37%,10+ years ,770xx,N/a,N/a,N/a,CEO,N/a,665-669,1,10/1985,"$20,057.00",26,3,54,2,"$12,050.00",0,33.30%,n/a,0
40480660,"$11,500","$11,500",11.99%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,RENT,"$2,500 / month",20.84%,n/a,061xx,N/a,N/a,N/a,n/a,N/a,670-674,0,08/2004,$0.00,4,0,8,25,"$11,569.00",0,92.60%,n/a,0
40480706,"$17,500","$17,500",15.99%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,MORTGAGE,"$7,333 / month",11.56%,4 years ,224xx,N/a,N/a,N/a,Manager,N/a,700-704,0,06/2005,$0.00,12,1,19,14,"$10,940.00",0,49.10%,n/a,1
40480765,"$10,000","$10,000",14.31%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$4,657 / month",32.30%,10+ years ,801xx,N/a,N/a,N/a,Court reporters,N/a,735-739,0,09/1996,$0.00,11,0,23,82,$84.00,1,0.90%,117,2
40480809,"$32,000","$32,000",10.49%,1.00%,"February 3, 2015","February 11, 2020","February 11, 2020",$0,MORTGAGE,"$15,833 / month",13.40%,6 years ,906xx,N/a,N/a,N/a,Vice President,N/a,740-744,0,08/1999,$0.00,10,0,29,n/a,"$29,037.00",0,54.80%,n/a,1
40480859,"$4,000","$4,000",15.59%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$5,000 / month",28.83%,1 year ,201xx,N/a,N/a,N/a,Consultant,N/a,665-669,0,11/1999,$0.00,16,0,35,49,"$15,852.00",0,68.60%,n/a,0
40480887,"$12,700","$12,700",11.99%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,OWN,"$4,583 / month",37.51%,10+ years ,140xx,N/a,N/a,N/a,Claims,N/a,695-699,0,12/1987,$0.00,10,0,23,25,"$20,373.00",0,76.90%,n/a,0
40480899,"$5,000","$5,000",12.39%,1.00%,"February 3, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$2,500 / month",13.00%,< 1 year ,782xx,N/a,N/a,N/a,Laborer/Setup,N/a,690-694,0,09/2002,$0.00,6,0,18,80,"$3,233.00",0,32.70%,n/a,0
40480933,"$7,500","$7,500",12.99%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,MORTGAGE,"$2,792 / month",27.30%,9 years ,450xx,N/a,N/a,N/a,driver,N/a,670-674,1,04/1998,$0.00,9,1,18,0,"$8,702.00",1,41.60%,112,0
40480982,"$35,000","$35,000",15.59%,1.00%,"February 2, 2015","February 11, 2020","February 11, 2020",$0,MORTGAGE,"$23,750 / month",6.13%,2 years ,079xx,N/a,N/a,N/a,Vice President Client Solutions,N/a,690-694,1,11/1985,$43.00,11,2,22,0,"$6,144.00",1,32.00%,54,0
40481000,"$35,000","$35,000",7.49%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,MORTGAGE,"$8,333 / month",8.53%,5 years ,115xx,N/a,N/a,N/a,CEO,N/a,815-819,0,06/1995,$0.00,13,0,40,n/a,"$14,318.00",0,10.70%,n/a,0
40481020,"$20,000","$20,000",12.99%,1.00%,"February 3, 2015","February 11, 2018","February 11, 2020",$0,OWN,"$5,833 / month",19.70%,n/a,309xx,N/a,N/a,N/a,n/a,N/a,660-664,0,05/1975,$0.00,11,0,21,27,"$19,293.00",5,76.30%,23,1
40481029,"$10,500","$10,500",24.50%,1.00%,"January 30, 2015","February 11, 2020","February 11, 2020",$0,MORTGAGE,"$8,333 / month",25.85%,10+ years ,224xx,N/a,N/a,N/a,Steamfitter,N/a,680-684,0,05/2006,$0.00,19,0,31,n/a,"$25,308.00",0,76.20%,n/a,1
40481079,"$10,000","$10,000",18.54%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$2,500 / month",38.20%,8 years ,606xx,N/a,N/a,N/a,Security officer,N/a,670-674,0,11/1997,$0.00,13,0,25,n/a,"$9,183.00",0,64.20%,n/a,2
40481102,"$35,000","$35,000",14.31%,1.00%,"February 2, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$10,833 / month",16.48%,5 years ,933xx,N/a,N/a,N/a,RN,N/a,660-664,0,04/2006,$0.00,16,2,33,10,"$25,072.00",0,74.00%,n/a,1
40481110,"$6,000","$6,000",12.99%,1.00%,"January 29, 2015","February 11, 2018","February 11, 2020",$0,RENT,"$3,792 / month",13.77%,10+ years ,233xx,N/a,N/a,N/a,Restaurant Manager,N/a,660-664,0,06/2000,$0.00,13,0,17,39,"$3,973.00",0,75.00%,n/a,1
40481237,"$10,000","$10,000",12.99%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,OWN,"$3,792 / month",21.66%,3 years ,066xx,N/a,N/a,N/a,Asset Protection Manager,N/a,665-669,0,10/2003,$0.00,6,0,14,n/a,"$7,555.00",1,76.30%,35,2
40481339,"$12,000","$12,000",14.31%,1.00%,"February 2, 2015","February 11, 2020","February 11, 2020",$0,RENT,"$3,917 / month",22.30%,5 years ,554xx,N/a,N/a,N/a,IQM AUDITOR 2,N/a,665-669,0,02/1998,$0.00,8,1,18,11,"$6,500.00",2,50.00%,68,1
40481366,"$12,000","$12,000",6.03%,1.00%,"February 3, 2015","February 12, 2018","February 12, 2020",$0,MORTGAGE,"$9,250 / month",20.15%,3 years ,750xx,N/a,N/a,N/a,Voice Engineer,N/a,665-669,0,09/1985,$0.00,16,0,27,n/a,"$25,279.00",0,37.20%,n/a,0
40481375,"$18,100","$18,100",24.99%,1.00%,"February 2, 2015","February 12, 2020","February 12, 2020",$0,RENT,"$5,000 / month",37.48%,3 years ,452xx,N/a,N/a,N/a,Medical resident,N/a,680-684,0,02/2004,$0.00,7,0,8,n/a,"$13,719.00",0,99.40%,n/a,0
40481426,"$18,950","$18,950",15.59%,1.00%,"February 3, 2015","February 12, 2020","February 12, 2020",$0,RENT,"$3,434 / month",35.59%,2 years ,105xx,N/a,N/a,N/a,Technical Support Level II,N/a,750-754,0,06/1997,$0.00,12,0,22,n/a,"$40,130.00",0,49.40%,n/a,0
40481500,"$2,325","$2,325",14.99%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,MORTGAGE,"$4,167 / month",15.24%,3 years ,320xx,N/a,N/a,N/a,Analyst.IT-Desktop Support.II,N/a,680-684,0,02/1997,$0.00,5,2,20,n/a,$429.00,1,34.00%,64,3
40481513,"$15,000","$15,000",10.49%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,OWN,"$4,167 / month",6.48%,4 years ,953xx,N/a,N/a,N/a,Salesagent,N/a,750-754,0,08/1990,$0.00,13,0,26,51,"$9,371.00",0,22.60%,n/a,0
40481625,"$7,000","$7,000",11.99%,1.00%,"February 3, 2015","February 13, 2018","February 13, 2020",$0,RENT,"$2,500 / month",7.48%,5 years ,920xx,N/a,N/a,N/a,security Manager,N/a,675-679,0,10/2010,$0.00,6,0,11,n/a,"$6,907.00",0,47.00%,n/a,0
40481643,"$4,000","$4,000",15.99%,1.00%,"February 3, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$2,500 / month",30.12%,5 years ,891xx,N/a,N/a,N/a,Driver,N/a,675-679,0,01/2007,$0.00,5,0,7,n/a,"$8,431.00",0,78.10%,n/a,2
40481864,"$17,100","$17,100",23.99%,1.00%,"February 2, 2015","February 13, 2020","February 13, 2020",$0,RENT,"$3,958 / month",32.84%,10+ years ,432xx,N/a,N/a,N/a,Event Manager,N/a,665-669,0,07/1999,$0.00,10,0,53,29,"$6,002.00",0,90.90%,n/a,1
40481990,"$12,000","$12,000",8.19%,1.00%,"February 3, 2015","February 14, 2018","February 14, 2020",$0,MORTGAGE,"$15,000 / month",15.52%,3 years ,554xx,N/a,N/a,N/a,Executive,N/a,700-704,0,10/1971,$0.00,30,0,55,37,"$26,019.00",0,49.90%,n/a,1
40482022,"$3,350","$3,350",18.54%,1.00%,"February 3, 2015","February 14, 2018","February 14, 2020",$0,RENT,"$2,422 / month",27.00%,9 years ,276xx,N/a,N/a,N/a,Accounting Clerk V,N/a,660-664,0,11/1987,$0.00,9,0,14,n/a,"$7,491.00",0,52.80%,n/a,0
40490175,"$14,000","$14,000",15.59%,1.00%,"February 3, 2015","February 13, 2020","February 13, 2020",$0,MORTGAGE,"$3,500 / month",4.57%,10+ years ,590xx,N/a,N/a,N/a,Maintenance,N/a,710-714,0,11/1999,$0.00,9,0,24,n/a,"$4,292.00",1,21.60%,116,0
40490190,"$19,200","$19,200",22.99%,1.00%,"January 29, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$4,000 / month",29.22%,7 years ,462xx,N/a,N/a,N/a,Conference Coordinator,N/a,670-674,0,07/1995,$0.00,12,0,22,n/a,"$16,394.00",0,65.30%,n/a,0
40490222,"$16,575","$16,575",9.49%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$2,766 / month",9.11%,7 years ,286xx,N/a,N/a,N/a,Accounts Payable,N/a,690-694,0,04/2004,$0.00,6,0,16,n/a,"$9,974.00",0,67.40%,n/a,0
40490225,"$23,000","$23,000",7.49%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$5,724 / month",24.08%,10+ years ,989xx,N/a,N/a,N/a,Facility Operator,N/a,680-684,0,11/1988,$0.00,17,2,61,11,"$8,865.00",1,37.40%,27,0
40490233,"$10,000","$10,000",8.19%,1.00%,"February 2, 2015","February 12, 2018","February 12, 2020",$0,RENT,"$5,000 / month",9.31%,< 1 year ,661xx,N/a,N/a,N/a,Field Marketing Representative,N/a,720-724,0,04/2001,$0.00,15,0,25,n/a,"$13,449.00",0,22.00%,n/a,0
40490254,"$5,000","$5,000",11.99%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$3,167 / month",24.86%,1 year ,799xx,N/a,N/a,N/a,Detention Officer,N/a,660-664,0,02/2002,$0.00,21,1,30,21,"$4,704.00",0,58.80%,n/a,0
40490271,"$14,000","$14,000",18.54%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$4,583 / month",16.45%,< 1 year ,161xx,N/a,N/a,N/a,VLT Technician,N/a,675-679,0,03/2000,$0.00,10,0,13,37,"$10,756.00",0,79.10%,n/a,0
40490319,"$12,500","$12,500",12.39%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$2,500 / month",27.04%,n/a,432xx,N/a,N/a,N/a,n/a,N/a,660-664,0,10/1988,$0.00,11,0,26,n/a,"$10,239.00",1,47.60%,69,1
40490321,"$18,450","$18,450",17.86%,1.00%,"January 29, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$5,654 / month",11.07%,10+ years ,113xx,N/a,N/a,N/a,Educator,N/a,680-684,0,12/1998,$0.00,7,0,20,65,"$7,966.00",0,65.80%,n/a,3
40490393,"$25,000","$25,000",22.99%,1.00%,"February 2, 2015","February 10, 2020","February 10, 2020",$0,MORTGAGE,"$7,473 / month",12.62%,10+ years ,956xx,N/a,N/a,N/a,Facilities Manager,N/a,680-684,0,09/1997,$0.00,9,0,27,47,"$21,931.00",0,52.70%,n/a,1
40490439,"$12,825","$12,825",17.86%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,MORTGAGE,"$4,250 / month",30.16%,10+ years ,327xx,N/a,N/a,N/a,appraiser,N/a,660-664,0,07/2001,$0.00,9,4,22,14,"$3,681.00",0,30.90%,n/a,1
40490461,"$13,800","$13,800",12.39%,1.00%,"February 2, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$3,667 / month",32.79%,7 years ,641xx,N/a,N/a,N/a,bartender,N/a,690-694,0,10/2001,$0.00,14,0,25,n/a,"$12,835.00",2,42.80%,71,1
40490475,"$10,000","$10,000",12.99%,1.00%,"January 30, 2015","February 10, 2018","February 10, 2020",$0,RENT,"$5,000 / month",19.88%,10+ years ,921xx,N/a,N/a,N/a,electrical supervisor,N/a,695-699,0,02/2002,$0.00,9,0,16,37,"$9,499.00",0,69.80%,n/a,0
40490538,"$16,000","$16,000",12.39%,1.00%,"February 2, 2015","February 11, 2020","February 11, 2020",$0,RENT,"$6,567 / month",18.06%,10+ years ,322xx,N/a,N/a,N/a,Business Systems Consultant ,N/a,665-669,0,09/1992,$0.00,12,2,27,21,"$16,585.00",0,56.20%,n/a,0
40490552,"$35,000","$35,000",24.50%,1.00%,"January 30, 2015","February 11, 2020","February 11, 2020",$0,RENT,"$10,833 / month",20.61%,1 year ,752xx,N/a,N/a,N/a,VP of Operations,N/a,690-694,0,10/2000,$0.00,10,2,32,18,"$21,937.00",0,64.10%,n/a,2
40490570,"$10,000","$10,000",14.99%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,MORTGAGE,"$5,833 / month",17.88%,10+ years ,086xx,N/a,N/a,N/a,Customer Service Manager,N/a,660-664,0,04/1994,$0.00,12,2,41,3,"$7,793.00",0,41.20%,n/a,0
40490688,"$8,975","$8,975",14.31%,1.00%,"January 30, 2015","February 11, 2018","February 11, 2020",$0,MORTGAGE,"$2,083 / month",33.08%,10+ years ,346xx,N/a,N/a,N/a,service manger and tecj,N/a,675-679,0,04/2001,$0.00,10,0,17,62,"$5,626.00",0,38.80%,n/a,0
40490822,"$10,050","$10,050",23.99%,1.00%,"February 2, 2015","February 12, 2020","February 12, 2020",$0,RENT,"$8,333 / month",13.31%,4 years ,850xx,N/a,N/a,N/a,Sales,N/a,675-679,0,11/2005,$0.00,15,4,22,21,"$2,497.00",0,22.10%,n/a,1
